sensitivity_case,scenario,label,delivered_diesel_cost_usd_per_mwh,hydrogen_capex_multiplier,outage_duration_hours,carbon_price_usd_per_t,total_annual_cost_usd,lcoe_usd_per_mwh_served,diesel_mwh,diesel_co2_t,carbon_cost_usd,eens_mwh,lpsp,critical_load_served_ratio,survivable_outage_duration_h,resilience_penalty_usd,resilience_adjusted_cost_usd,delta_cost_usd,battery_hydrogen_preferred_pure,delta_cost_resilience_adjusted_usd,battery_hydrogen_preferred_resilience
106,diesel_battery,PV + diesel + battery,350.0,0.8,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-116908.59141794452,True,-338192.2574804444,True
106,battery_hydrogen,PV + battery + hydrogen,350.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-116908.59141794452,True,-338192.2574804444,True
107,diesel_battery,PV + diesel + battery,350.0,0.85,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-41810.441125436686,True,-263094.10718793655,True
107,battery_hydrogen,PV + battery + hydrogen,350.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-41810.441125436686,True,-263094.10718793655,True
108,diesel_battery,PV + diesel + battery,350.0,0.9,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,33287.70916707115,False,-187995.9568954287,True
108,battery_hydrogen,PV + battery + hydrogen,350.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,33287.70916707115,False,-187995.9568954287,True
109,diesel_battery,PV + diesel + battery,350.0,0.95,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,108385.85945957899,False,-112897.80660292087,True
109,battery_hydrogen,PV + battery + hydrogen,350.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,108385.85945957899,False,-112897.80660292087,True
110,diesel_battery,PV + diesel + battery,350.0,1.0,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,183484.00975208683,False,-37799.65631041303,True
110,battery_hydrogen,PV + battery + hydrogen,350.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,183484.00975208683,False,-37799.65631041303,True
111,diesel_battery,PV + diesel + battery,350.0,1.05,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,258582.16004459467,False,37298.493982094806,False
111,battery_hydrogen,PV + battery + hydrogen,350.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,258582.16004459467,False,37298.493982094806,False
112,diesel_battery,PV + diesel + battery,350.0,1.1,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,333680.3103371025,False,112396.64427460264,False
112,battery_hydrogen,PV + battery + hydrogen,350.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,333680.3103371025,False,112396.64427460264,False
113,diesel_battery,PV + diesel + battery,350.0,1.15,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,408778.46062961034,False,187494.79456711048,False
113,battery_hydrogen,PV + battery + hydrogen,350.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,408778.46062961034,False,187494.79456711048,False
114,diesel_battery,PV + diesel + battery,350.0,1.2,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,483876.6109221191,False,262592.94485961925,False
114,battery_hydrogen,PV + battery + hydrogen,350.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,483876.6109221191,False,262592.94485961925,False
115,diesel_battery,PV + diesel + battery,400.0,0.3,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-1192631.471514023,True,-1413915.1375765232,True
115,battery_hydrogen,PV + battery + hydrogen,400.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-1192631.471514023,True,-1413915.1375765232,True
116,diesel_battery,PV + diesel + battery,400.0,0.35,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-1117533.321221515,True,-1338816.9872840154,True
116,battery_hydrogen,PV + battery + hydrogen,400.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-1117533.321221515,True,-1338816.9872840154,True
117,diesel_battery,PV + diesel + battery,400.0,0.4,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-1042435.1709290072,True,-1263718.8369915076,True
117,battery_hydrogen,PV + battery + hydrogen,400.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-1042435.1709290072,True,-1263718.8369915076,True
118,diesel_battery,PV + diesel + battery,400.0,0.45,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-967337.0206364994,True,-1188620.6866989997,True
118,battery_hydrogen,PV + battery + hydrogen,400.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-967337.0206364994,True,-1188620.6866989997,True
119,diesel_battery,PV + diesel + battery,400.0,0.5,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-892238.8703439916,True,-1113522.5364064919,True
119,battery_hydrogen,PV + battery + hydrogen,400.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-892238.8703439916,True,-1113522.5364064919,True
120,diesel_battery,PV + diesel + battery,400.0,0.55,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-817140.7200514837,True,-1038424.386113984,True
120,battery_hydrogen,PV + battery + hydrogen,400.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-817140.7200514837,True,-1038424.386113984,True
121,diesel_battery,PV + diesel + battery,400.0,0.6,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-742042.5697589759,True,-963326.2358214762,True
121,battery_hydrogen,PV + battery + hydrogen,400.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-742042.5697589759,True,-963326.2358214762,True
122,diesel_battery,PV + diesel + battery,400.0,0.65,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-666944.419466468,True,-888228.0855289684,True
122,battery_hydrogen,PV + battery + hydrogen,400.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-666944.419466468,True,-888228.0855289684,True
123,diesel_battery,PV + diesel + battery,400.0,0.7,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-591846.2691739602,True,-813129.9352364605,True
123,battery_hydrogen,PV + battery + hydrogen,400.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-591846.2691739602,True,-813129.9352364605,True
124,diesel_battery,PV + diesel + battery,400.0,0.75,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-516748.11888145236,True,-738031.7849439527,True
124,battery_hydrogen,PV + battery + hydrogen,400.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-516748.11888145236,True,-738031.7849439527,True
125,diesel_battery,PV + diesel + battery,400.0,0.8,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-441649.9685889445,True,-662933.6346514449,True
125,battery_hydrogen,PV + battery + hydrogen,400.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-441649.9685889445,True,-662933.6346514449,True
126,diesel_battery,PV + diesel + battery,400.0,0.85,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-366551.8182964367,True,-587835.484358937,True
126,battery_hydrogen,PV + battery + hydrogen,400.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-366551.8182964367,True,-587835.484358937,True
127,diesel_battery,PV + diesel + battery,400.0,0.9,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-291453.66800392885,True,-512737.3340664292,True
127,battery_hydrogen,PV + battery + hydrogen,400.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,-291453.66800392885,True,-512737.3340664292,True
128,diesel_battery,PV + diesel + battery,400.0,0.95,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-216355.517711421,True,-437639.18377392134,True
128,battery_hydrogen,PV + battery + hydrogen,400.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,-216355.517711421,True,-437639.18377392134,True
129,diesel_battery,PV + diesel + battery,400.0,1.0,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-141257.36741891317,True,-362541.0334814135,True
129,battery_hydrogen,PV + battery + hydrogen,400.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,-141257.36741891317,True,-362541.0334814135,True
130,diesel_battery,PV + diesel + battery,400.0,1.05,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,-66159.21712640533,True,-287442.88318890566,True
130,battery_hydrogen,PV + battery + hydrogen,400.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,-66159.21712640533,True,-287442.88318890566,True
131,diesel_battery,PV + diesel + battery,400.0,1.1,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,8938.933166102506,False,-212344.73289639782,True
131,battery_hydrogen,PV + battery + hydrogen,400.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,8938.933166102506,False,-212344.73289639782,True
132,diesel_battery,PV + diesel + battery,400.0,1.15,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,84037.08345861034,False,-137246.58260388998,True
132,battery_hydrogen,PV + battery + hydrogen,400.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,84037.08345861034,False,-137246.58260388998,True
133,diesel_battery,PV + diesel + battery,400.0,1.2,48.0,150.0,4103570.8020187113,394.31306895266016,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4324854.468081212,159135.2337511191,False,-62148.43231138121,True
133,battery_hydrogen,PV + battery + hydrogen,400.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,159135.2337511191,False,-62148.43231138121,True
134,diesel_battery,PV + diesel + battery,450.0,0.3,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1517372.8486850224,True,-1738656.5147475228,True
134,battery_hydrogen,PV + battery + hydrogen,450.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-1517372.8486850224,True,-1738656.5147475228,True
135,diesel_battery,PV + diesel + battery,450.0,0.35,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1442274.6983925146,True,-1663558.364455015,True
135,battery_hydrogen,PV + battery + hydrogen,450.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-1442274.6983925146,True,-1663558.364455015,True
136,diesel_battery,PV + diesel + battery,450.0,0.4,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1367176.5481000068,True,-1588460.214162507,True
136,battery_hydrogen,PV + battery + hydrogen,450.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-1367176.5481000068,True,-1588460.214162507,True
137,diesel_battery,PV + diesel + battery,450.0,0.45,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1292078.397807499,True,-1513362.0638699993,True
137,battery_hydrogen,PV + battery + hydrogen,450.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-1292078.397807499,True,-1513362.0638699993,True
138,diesel_battery,PV + diesel + battery,450.0,0.5,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1216980.247514991,True,-1438263.9135774914,True
138,battery_hydrogen,PV + battery + hydrogen,450.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-1216980.247514991,True,-1438263.9135774914,True
139,diesel_battery,PV + diesel + battery,450.0,0.55,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1141882.0972224833,True,-1363165.7632849836,True
139,battery_hydrogen,PV + battery + hydrogen,450.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-1141882.0972224833,True,-1363165.7632849836,True
140,diesel_battery,PV + diesel + battery,450.0,0.6,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-1066783.9469299754,True,-1288067.6129924757,True
140,battery_hydrogen,PV + battery + hydrogen,450.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-1066783.9469299754,True,-1288067.6129924757,True
141,diesel_battery,PV + diesel + battery,450.0,0.65,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-991685.7966374676,True,-1212969.462699968,True
141,battery_hydrogen,PV + battery + hydrogen,450.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-991685.7966374676,True,-1212969.462699968,True
142,diesel_battery,PV + diesel + battery,450.0,0.7,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-916587.6463449597,True,-1137871.31240746,True
142,battery_hydrogen,PV + battery + hydrogen,450.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-916587.6463449597,True,-1137871.31240746,True
143,diesel_battery,PV + diesel + battery,450.0,0.75,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-841489.4960524519,True,-1062773.1621149522,True
143,battery_hydrogen,PV + battery + hydrogen,450.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-841489.4960524519,True,-1062773.1621149522,True
144,diesel_battery,PV + diesel + battery,450.0,0.8,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-766391.3457599441,True,-987675.0118224444,True
144,battery_hydrogen,PV + battery + hydrogen,450.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-766391.3457599441,True,-987675.0118224444,True
145,diesel_battery,PV + diesel + battery,450.0,0.85,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-691293.1954674362,True,-912576.8615299365,True
145,battery_hydrogen,PV + battery + hydrogen,450.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-691293.1954674362,True,-912576.8615299365,True
146,diesel_battery,PV + diesel + battery,450.0,0.9,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-616195.0451749284,True,-837478.7112374287,True
146,battery_hydrogen,PV + battery + hydrogen,450.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,-616195.0451749284,True,-837478.7112374287,True
147,diesel_battery,PV + diesel + battery,450.0,0.95,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-541096.8948824205,True,-762380.5609449209,True
147,battery_hydrogen,PV + battery + hydrogen,450.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,-541096.8948824205,True,-762380.5609449209,True
148,diesel_battery,PV + diesel + battery,450.0,1.0,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-465998.7445899127,True,-687282.410652413,True
148,battery_hydrogen,PV + battery + hydrogen,450.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,-465998.7445899127,True,-687282.410652413,True
149,diesel_battery,PV + diesel + battery,450.0,1.05,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-390900.59429740487,True,-612184.2603599052,True
149,battery_hydrogen,PV + battery + hydrogen,450.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,-390900.59429740487,True,-612184.2603599052,True
150,diesel_battery,PV + diesel + battery,450.0,1.1,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-315802.444004897,True,-537086.1100673974,True
150,battery_hydrogen,PV + battery + hydrogen,450.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,-315802.444004897,True,-537086.1100673974,True
151,diesel_battery,PV + diesel + battery,450.0,1.15,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-240704.2937123892,True,-461987.9597748895,True
151,battery_hydrogen,PV + battery + hydrogen,450.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,-240704.2937123892,True,-461987.9597748895,True
152,diesel_battery,PV + diesel + battery,450.0,1.2,48.0,150.0,4428312.179189711,425.51754311092674,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4649595.845252211,-165606.14341988042,True,-386889.80948238075,True
152,battery_hydrogen,PV + battery + hydrogen,450.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,-165606.14341988042,True,-386889.80948238075,True
153,diesel_battery,PV + diesel + battery,500.0,0.3,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1842114.225856023,True,-2063397.8919185232,True
153,battery_hydrogen,PV + battery + hydrogen,500.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-1842114.225856023,True,-2063397.8919185232,True
154,diesel_battery,PV + diesel + battery,500.0,0.35,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1767016.075563515,True,-1988299.7416260154,True
154,battery_hydrogen,PV + battery + hydrogen,500.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-1767016.075563515,True,-1988299.7416260154,True
155,diesel_battery,PV + diesel + battery,500.0,0.4,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1691917.9252710072,True,-1913201.5913335076,True
155,battery_hydrogen,PV + battery + hydrogen,500.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-1691917.9252710072,True,-1913201.5913335076,True
156,diesel_battery,PV + diesel + battery,500.0,0.45,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1616819.7749784994,True,-1838103.4410409997,True
156,battery_hydrogen,PV + battery + hydrogen,500.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-1616819.7749784994,True,-1838103.4410409997,True
157,diesel_battery,PV + diesel + battery,500.0,0.5,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1541721.6246859916,True,-1763005.2907484919,True
157,battery_hydrogen,PV + battery + hydrogen,500.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-1541721.6246859916,True,-1763005.2907484919,True
158,diesel_battery,PV + diesel + battery,500.0,0.55,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1466623.4743934837,True,-1687907.140455984,True
158,battery_hydrogen,PV + battery + hydrogen,500.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-1466623.4743934837,True,-1687907.140455984,True
