sensitivity_case,scenario,label,delivered_diesel_cost_usd_per_mwh,hydrogen_capex_multiplier,outage_duration_hours,carbon_price_usd_per_t,total_annual_cost_usd,lcoe_usd_per_mwh_served,diesel_mwh,diesel_co2_t,carbon_cost_usd,eens_mwh,lpsp,critical_load_served_ratio,survivable_outage_duration_h,resilience_penalty_usd,resilience_adjusted_cost_usd,delta_cost_usd,battery_hydrogen_preferred_pure,delta_cost_resilience_adjusted_usd,battery_hydrogen_preferred_resilience
52,battery_hydrogen,PV + battery + hydrogen,200.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,1082609.990972579,False,861326.3249100791,False
53,diesel_battery,PV + diesel + battery,200.0,1.0,48.0,150.0,2804605.2933347113,269.4951723195936,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3025888.959397211,1157708.1412650868,False,936424.475202587,False
53,battery_hydrogen,PV + battery + hydrogen,200.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,1157708.1412650868,False,936424.475202587,False
54,diesel_battery,PV + diesel + battery,200.0,1.05,48.0,150.0,2804605.2933347113,269.4951723195936,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3025888.959397211,1232806.2915575947,False,1011522.6254950948,False
54,battery_hydrogen,PV + battery + hydrogen,200.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,1232806.2915575947,False,1011522.6254950948,False
55,diesel_battery,PV + diesel + battery,200.0,1.1,48.0,150.0,2804605.2933347113,269.4951723195936,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3025888.959397211,1307904.4418501025,False,1086620.7757876026,False
55,battery_hydrogen,PV + battery + hydrogen,200.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,1307904.4418501025,False,1086620.7757876026,False
56,diesel_battery,PV + diesel + battery,200.0,1.15,48.0,150.0,2804605.2933347113,269.4951723195936,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3025888.959397211,1383002.5921426103,False,1161718.9260801105,False
56,battery_hydrogen,PV + battery + hydrogen,200.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,1383002.5921426103,False,1161718.9260801105,False
57,diesel_battery,PV + diesel + battery,200.0,1.2,48.0,150.0,2804605.2933347113,269.4951723195936,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3025888.959397211,1458100.742435119,False,1236817.0763726193,False
57,battery_hydrogen,PV + battery + hydrogen,200.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,1458100.742435119,False,1236817.0763726193,False
58,diesel_battery,PV + diesel + battery,250.0,0.3,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,-218407.3400010229,True,-439691.0060635228,True
58,battery_hydrogen,PV + battery + hydrogen,250.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-218407.3400010229,True,-439691.0060635228,True
59,diesel_battery,PV + diesel + battery,250.0,0.35,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,-143309.18970851507,True,-364592.85577101493,True
59,battery_hydrogen,PV + battery + hydrogen,250.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-143309.18970851507,True,-364592.85577101493,True
60,diesel_battery,PV + diesel + battery,250.0,0.4,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,-68211.03941600723,True,-289494.7054785071,True
60,battery_hydrogen,PV + battery + hydrogen,250.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-68211.03941600723,True,-289494.7054785071,True
61,diesel_battery,PV + diesel + battery,250.0,0.45,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,6887.1108765006065,False,-214396.55518599926,True
61,battery_hydrogen,PV + battery + hydrogen,250.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,6887.1108765006065,False,-214396.55518599926,True
62,diesel_battery,PV + diesel + battery,250.0,0.5,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,81985.26116900844,False,-139298.40489349142,True
62,battery_hydrogen,PV + battery + hydrogen,250.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,81985.26116900844,False,-139298.40489349142,True
63,diesel_battery,PV + diesel + battery,250.0,0.55,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,157083.41146151628,False,-64200.25460098358,True
63,battery_hydrogen,PV + battery + hydrogen,250.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,157083.41146151628,False,-64200.25460098358,True
64,diesel_battery,PV + diesel + battery,250.0,0.6,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,232181.56175402412,False,10897.89569152426,False
64,battery_hydrogen,PV + battery + hydrogen,250.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,232181.56175402412,False,10897.89569152426,False
65,diesel_battery,PV + diesel + battery,250.0,0.65,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,307279.71204653196,False,85996.0459840321,False
65,battery_hydrogen,PV + battery + hydrogen,250.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,307279.71204653196,False,85996.0459840321,False
66,diesel_battery,PV + diesel + battery,250.0,0.7,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,382377.8623390398,False,161094.19627653994,False
66,battery_hydrogen,PV + battery + hydrogen,250.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,382377.8623390398,False,161094.19627653994,False
67,diesel_battery,PV + diesel + battery,250.0,0.75,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,457476.01263154764,False,236192.34656904778,False
67,battery_hydrogen,PV + battery + hydrogen,250.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,457476.01263154764,False,236192.34656904778,False
68,diesel_battery,PV + diesel + battery,250.0,0.8,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,532574.1629240555,False,311290.4968615556,False
68,battery_hydrogen,PV + battery + hydrogen,250.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,532574.1629240555,False,311290.4968615556,False
69,diesel_battery,PV + diesel + battery,250.0,0.85,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,607672.3132165633,False,386388.64715406345,False
69,battery_hydrogen,PV + battery + hydrogen,250.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,607672.3132165633,False,386388.64715406345,False
70,diesel_battery,PV + diesel + battery,250.0,0.9,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,682770.4635090712,False,461486.7974465713,False
70,battery_hydrogen,PV + battery + hydrogen,250.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,682770.4635090712,False,461486.7974465713,False
71,diesel_battery,PV + diesel + battery,250.0,0.95,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,757868.613801579,False,536584.9477390791,False
71,battery_hydrogen,PV + battery + hydrogen,250.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,757868.613801579,False,536584.9477390791,False
72,diesel_battery,PV + diesel + battery,250.0,1.0,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,832966.7640940868,False,611683.098031587,False
72,battery_hydrogen,PV + battery + hydrogen,250.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,832966.7640940868,False,611683.098031587,False
73,diesel_battery,PV + diesel + battery,250.0,1.05,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,908064.9143865947,False,686781.2483240948,False
73,battery_hydrogen,PV + battery + hydrogen,250.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,908064.9143865947,False,686781.2483240948,False
74,diesel_battery,PV + diesel + battery,250.0,1.1,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,983163.0646791025,False,761879.3986166026,False
74,battery_hydrogen,PV + battery + hydrogen,250.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,983163.0646791025,False,761879.3986166026,False
75,diesel_battery,PV + diesel + battery,250.0,1.15,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,1058261.2149716103,False,836977.5489091105,False
75,battery_hydrogen,PV + battery + hydrogen,250.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,1058261.2149716103,False,836977.5489091105,False
76,diesel_battery,PV + diesel + battery,250.0,1.2,48.0,150.0,3129346.6705057113,300.69964647786026,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3350630.336568211,1133359.365264119,False,912075.6992016193,False
76,battery_hydrogen,PV + battery + hydrogen,250.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,1133359.365264119,False,912075.6992016193,False
77,diesel_battery,PV + diesel + battery,300.0,0.3,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-543148.7171720234,True,-764432.3832345232,True
77,battery_hydrogen,PV + battery + hydrogen,300.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-543148.7171720234,True,-764432.3832345232,True
78,diesel_battery,PV + diesel + battery,300.0,0.35,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-468050.56687951554,True,-689334.2329420154,True
78,battery_hydrogen,PV + battery + hydrogen,300.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-468050.56687951554,True,-689334.2329420154,True
79,diesel_battery,PV + diesel + battery,300.0,0.4,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-392952.4165870077,True,-614236.0826495076,True
79,battery_hydrogen,PV + battery + hydrogen,300.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-392952.4165870077,True,-614236.0826495076,True
80,diesel_battery,PV + diesel + battery,300.0,0.45,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-317854.26629449986,True,-539137.9323569997,True
80,battery_hydrogen,PV + battery + hydrogen,300.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-317854.26629449986,True,-539137.9323569997,True
81,diesel_battery,PV + diesel + battery,300.0,0.5,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-242756.11600199202,True,-464039.7820644919,True
81,battery_hydrogen,PV + battery + hydrogen,300.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-242756.11600199202,True,-464039.7820644919,True
82,diesel_battery,PV + diesel + battery,300.0,0.55,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-167657.96570948418,True,-388941.63177198404,True
82,battery_hydrogen,PV + battery + hydrogen,300.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-167657.96570948418,True,-388941.63177198404,True
83,diesel_battery,PV + diesel + battery,300.0,0.6,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-92559.81541697634,True,-313843.4814794762,True
83,battery_hydrogen,PV + battery + hydrogen,300.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-92559.81541697634,True,-313843.4814794762,True
84,diesel_battery,PV + diesel + battery,300.0,0.65,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,-17461.665124468505,True,-238745.33118696837,True
84,battery_hydrogen,PV + battery + hydrogen,300.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-17461.665124468505,True,-238745.33118696837,True
85,diesel_battery,PV + diesel + battery,300.0,0.7,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,57636.48516803933,False,-163647.18089446053,True
85,battery_hydrogen,PV + battery + hydrogen,300.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,57636.48516803933,False,-163647.18089446053,True
86,diesel_battery,PV + diesel + battery,300.0,0.75,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,132734.63546054717,False,-88549.03060195269,True
86,battery_hydrogen,PV + battery + hydrogen,300.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,132734.63546054717,False,-88549.03060195269,True
87,diesel_battery,PV + diesel + battery,300.0,0.8,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,207832.785753055,False,-13450.880309444852,True
87,battery_hydrogen,PV + battery + hydrogen,300.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,207832.785753055,False,-13450.880309444852,True
88,diesel_battery,PV + diesel + battery,300.0,0.85,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,282930.93604556285,False,61647.269983062986,False
88,battery_hydrogen,PV + battery + hydrogen,300.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,282930.93604556285,False,61647.269983062986,False
89,diesel_battery,PV + diesel + battery,300.0,0.9,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,358029.0863380707,False,136745.42027557082,False
89,battery_hydrogen,PV + battery + hydrogen,300.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,358029.0863380707,False,136745.42027557082,False
90,diesel_battery,PV + diesel + battery,300.0,0.95,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,433127.2366305785,False,211843.57056807866,False
90,battery_hydrogen,PV + battery + hydrogen,300.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,433127.2366305785,False,211843.57056807866,False
91,diesel_battery,PV + diesel + battery,300.0,1.0,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,508225.38692308636,False,286941.7208605865,False
91,battery_hydrogen,PV + battery + hydrogen,300.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,508225.38692308636,False,286941.7208605865,False
92,diesel_battery,PV + diesel + battery,300.0,1.05,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,583323.5372155942,False,362039.87115309434,False
92,battery_hydrogen,PV + battery + hydrogen,300.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,583323.5372155942,False,362039.87115309434,False
93,diesel_battery,PV + diesel + battery,300.0,1.1,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,658421.687508102,False,437138.0214456022,False
93,battery_hydrogen,PV + battery + hydrogen,300.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,658421.687508102,False,437138.0214456022,False
94,diesel_battery,PV + diesel + battery,300.0,1.15,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,733519.8378006099,False,512236.17173811,False
94,battery_hydrogen,PV + battery + hydrogen,300.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,733519.8378006099,False,512236.17173811,False
95,diesel_battery,PV + diesel + battery,300.0,1.2,48.0,150.0,3454088.047676712,331.90412063612695,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,3675371.7137392117,808617.9880931186,False,587334.3220306188,False
95,battery_hydrogen,PV + battery + hydrogen,300.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,808617.9880931186,False,587334.3220306188,False
96,diesel_battery,PV + diesel + battery,350.0,0.3,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-867890.0943430229,True,-1089173.7604055228,True
96,battery_hydrogen,PV + battery + hydrogen,350.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-867890.0943430229,True,-1089173.7604055228,True
97,diesel_battery,PV + diesel + battery,350.0,0.35,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-792791.9440505151,True,-1014075.6101130149,True
97,battery_hydrogen,PV + battery + hydrogen,350.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-792791.9440505151,True,-1014075.6101130149,True
98,diesel_battery,PV + diesel + battery,350.0,0.4,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-717693.7937580072,True,-938977.4598205071,True
98,battery_hydrogen,PV + battery + hydrogen,350.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-717693.7937580072,True,-938977.4598205071,True
99,diesel_battery,PV + diesel + battery,350.0,0.45,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-642595.6434654994,True,-863879.3095279993,True
99,battery_hydrogen,PV + battery + hydrogen,350.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-642595.6434654994,True,-863879.3095279993,True
100,diesel_battery,PV + diesel + battery,350.0,0.5,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-567497.4931729916,True,-788781.1592354914,True
100,battery_hydrogen,PV + battery + hydrogen,350.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-567497.4931729916,True,-788781.1592354914,True
101,diesel_battery,PV + diesel + battery,350.0,0.55,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-492399.3428804837,True,-713683.0089429836,True
101,battery_hydrogen,PV + battery + hydrogen,350.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-492399.3428804837,True,-713683.0089429836,True
102,diesel_battery,PV + diesel + battery,350.0,0.6,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-417301.1925879759,True,-638584.8586504757,True
102,battery_hydrogen,PV + battery + hydrogen,350.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-417301.1925879759,True,-638584.8586504757,True
103,diesel_battery,PV + diesel + battery,350.0,0.65,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-342203.04229546804,True,-563486.7083579679,True
103,battery_hydrogen,PV + battery + hydrogen,350.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-342203.04229546804,True,-563486.7083579679,True
104,diesel_battery,PV + diesel + battery,350.0,0.7,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-267104.8920029602,True,-488388.55806546006,True
104,battery_hydrogen,PV + battery + hydrogen,350.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-267104.8920029602,True,-488388.55806546006,True
105,diesel_battery,PV + diesel + battery,350.0,0.75,48.0,150.0,3778829.4248477113,363.1085947943935,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4000113.090910211,-192006.74171045236,True,-413290.4077729522,True
105,battery_hydrogen,PV + battery + hydrogen,350.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-192006.74171045236,True,-413290.4077729522,True
