sensitivity_case,scenario,label,delivered_diesel_cost_usd_per_mwh,outage_duration_hours,hydrogen_capex_multiplier,carbon_price_usd_per_t,total_annual_cost_usd,lcoe_usd_per_mwh_served,diesel_mwh,diesel_co2_t,carbon_cost_usd,eens_mwh,lpsp,critical_load_served_ratio,survivable_outage_duration_h,resilience_penalty_usd,resilience_adjusted_cost_usd,battery_hydrogen_minus_diesel_battery_usd,battery_hydrogen_preferred_to_diesel_battery
30,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,0.45,300.0,4209497.716486938,404.4917389651662,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,4209497.716486938,-285762.7155630123,True
31,diesel_battery,PV + diesel + battery,380.0,12.0,0.7,0.0,3180046.997231151,305.5715495136258,6200.65198628,4340.456390396,0.0,2.6153035399999998,0.08098690177289633,0.9190130982271036,4.0,13076.517699999999,3193123.514931151,1988829.5817346047,False
31,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,0.7,0.0,5181953.096665756,497.9352313452581,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5181953.096665756,1988829.5817346047,False
32,diesel_battery,PV + diesel + battery,380.0,12.0,0.7,150.0,3831115.455790551,368.132888353796,6200.65198628,4340.456390396,651068.4585593999,2.6153035399999998,0.08098690177289633,0.9190130982271036,4.0,13076.517699999999,3844191.973490551,1337761.1231752047,False
32,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,0.7,150.0,5181953.096665756,497.9352313452581,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5181953.096665756,1337761.1231752047,False
33,diesel_battery,PV + diesel + battery,380.0,12.0,0.7,300.0,4482183.914349951,430.6942271939661,6200.65198628,4340.456390396,1302136.9171187999,2.6153035399999998,0.08098690177289633,0.9190130982271036,4.0,13076.517699999999,4495260.432049951,686692.6646158053,False
33,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,0.7,300.0,5181953.096665756,497.9352313452581,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5181953.096665756,686692.6646158053,False
34,diesel_battery,PV + diesel + battery,380.0,12.0,1.0,0.0,3180046.997231151,305.5715495136258,6200.65198628,4340.456390396,0.0,2.6153035399999998,0.08098690177289633,0.9190130982271036,4.0,13076.517699999999,3193123.514931151,3155776.0379491854,False
34,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,1.0,0.0,6348899.5528803365,610.0674222013685,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,6348899.5528803365,3155776.0379491854,False
35,diesel_battery,PV + diesel + battery,380.0,12.0,1.0,150.0,3831115.455790551,368.132888353796,6200.65198628,4340.456390396,651068.4585593999,2.6153035399999998,0.08098690177289633,0.9190130982271036,4.0,13076.517699999999,3844191.973490551,2504707.5793897854,False
35,battery_hydrogen,PV + battery + hydrogen,380.0,12.0,1.0,150.0,6348899.5528803365,610.0674222013685,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,6348899.5528803365,2504707.5793897854,False
